"id";"author_id"
322392799;52195
191945104;4299420
186710054;287917
355923543;9109612
322439003;718899
322395388;52195
206204604;2352663
191945104;2289
184835314;4303
352646620;5445507
322395388;3065230
206204604;2352663
168555804;598730
191863524;30083852
322395388;3065230
322393300;3065230
